ENROLLMENT TERM,SUBJECT AREA,CATLG NBR,LONG CRSE TITLE,INSTR NAME,GRD OFF,GRD COUNT,ENRL TOT
23S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",B-,4,116
23S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",C+,11,116
23S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",C,6,116
23S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",C-,4,116
23S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",D,1,116
23S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",A+,5,76
23S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",A,38,76
23S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",A-,9,76
23S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",B+,5,76
23S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",B,10,76
23S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",B-,3,76
23S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",C+,1,76
23S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",C,1,76
23S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",C-,1,76
23S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",D,1,76
23S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",F,2,76
23S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"MICHAILIDIS, GEORGE",A+,17,71
23S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"MICHAILIDIS, GEORGE",A,22,71
23S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"MICHAILIDIS, GEORGE",A-,23,71
23S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"MICHAILIDIS, GEORGE",B+,7,71
23S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"MICHAILIDIS, GEORGE",B-,2,71
231,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",A+,33,111
231,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",A,19,111
231,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",A-,13,111
231,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",B+,6,111
231,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",B,14,111
231,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",B-,11,111
231,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",C+,8,111
231,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",C,6,111
231,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",F,1,111
231,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"GOULD, ROBERT L",A,27,59
231,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"GOULD, ROBERT L",A-,10,59
231,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"GOULD, ROBERT L",B+,4,59
231,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"GOULD, ROBERT L",B,7,59
231,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"GOULD, ROBERT L",B-,1,59
231,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"GOULD, ROBERT L",C+,6,59
231,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"GOULD, ROBERT L",C,3,59
231,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"GOULD, ROBERT L",F,1,59
231,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",A+,1,55
231,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",A,35,55
231,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",A-,8,55
231,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",B+,5,55
231,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",B,2,55
231,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",B-,1,55
231,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",C+,2,55
231,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",C,1,55
231,STATS,100A,INTRODUCTION TO PROBABILITY,"WU, YINGNIAN",A+,42,116
231,STATS,100A,INTRODUCTION TO PROBABILITY,"WU, YINGNIAN",A,72,116
231,STATS,100A,INTRODUCTION TO PROBABILITY,"WU, YINGNIAN",A-,1,116
231,STATS,100A,INTRODUCTION TO PROBABILITY,"WU, YINGNIAN",B,1,116
231,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",A,7,23
231,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",A-,8,23
231,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",B+,6,23
231,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",B,1,23
231,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",B-,1,23
231,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",A,3,11
231,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",A-,2,11
231,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",B+,2,11
231,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",B,2,11
231,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",B-,2,11
231,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"CHA, MARIA",A+,21,61
231,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"CHA, MARIA",A,14,61
231,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"CHA, MARIA",A-,11,61
231,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"CHA, MARIA",B+,2,61
231,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"CHA, MARIA",B,5,61
231,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"CHA, MARIA",B-,4,61
231,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"CHA, MARIA",C+,1,61
231,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"CHA, MARIA",C,2,61
231,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"CHA, MARIA",D,1,61
231,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",A+,11,93
231,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",A,30,93
231,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",A-,15,93
231,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",B+,9,93
231,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",B,15,93
231,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",B-,3,93
231,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",C+,2,93
231,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",C-,2,93
231,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",F,4,93
231,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",D+,1,93
231,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",D,1,93
231,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"CHEN, MILES SATORI",A+,24,78
231,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"CHEN, MILES SATORI",A,40,78
231,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"CHEN, MILES SATORI",A-,8,78
231,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"CHEN, MILES SATORI",B+,3,78
231,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"CHEN, MILES SATORI",B,2,78
231,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"CHEN, MILES SATORI",D-,1,78
231,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",A,18,64
231,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",A-,6,64
231,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",B+,8,64
231,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",B,11,64
231,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",B-,5,64
231,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",C+,4,64
231,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",C,8,64
231,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",C-,3,64
231,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",F,1,64
231,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",A+,5,41
231,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",A,11,41
231,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",A-,11,41
231,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",B+,3,41
231,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",B,1,41
231,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",B-,7,41
231,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",C+,1,41
231,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",C,1,41
231,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",C-,1,41
231,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"TSIANG, MICHAEL",A+,4,71
231,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"TSIANG, MICHAEL",A,40,71
231,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"TSIANG, MICHAEL",A-,12,71
231,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"TSIANG, MICHAEL",B+,8,71
231,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"TSIANG, MICHAEL",B,4,71
231,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"TSIANG, MICHAEL",B-,1,71
231,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"TSIANG, MICHAEL",C-,2,71
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",A+,58,290
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",A,70,290
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",A-,47,290
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",B+,40,290
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",B,21,290
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",B-,9,290
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",C+,14,290
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",C,10,290
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",C-,11,290
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",D+,3,290
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",D,3,290
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",F,4,290
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",A+,49,293
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",A,101,293
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",A-,24,293
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",B+,35,293
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",B,15,293
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",B-,18,293
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",C+,15,293
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",C,8,293
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",C-,5,293
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",D+,6,293
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",F,16,293
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",D,1,293
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",A+,87,304
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",A,56,304
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",A-,40,304
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",B+,23,304
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",B,32,304
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",B-,26,304
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",C+,24,304
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",C,13,304
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",C-,2,304
23F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",F,1,304
23F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",A+,19,289
23F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",A,157,289
23F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",A-,35,289
23F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",B+,35,289
23F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",B,19,289
23F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",B-,12,289
23F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",C+,3,289
23F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",C,5,289
23F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",F,4,289
23F,STATS,100A,INTRODUCTION TO PROBABILITY,"HO, HAO",A+,27,149
23F,STATS,100A,INTRODUCTION TO PROBABILITY,"HO, HAO",A,28,149
23F,STATS,100A,INTRODUCTION TO PROBABILITY,"HO, HAO",A-,27,149
23F,STATS,100A,INTRODUCTION TO PROBABILITY,"HO, HAO",B+,22,149
23F,STATS,100A,INTRODUCTION TO PROBABILITY,"HO, HAO",B,22,149
23F,STATS,100A,INTRODUCTION TO PROBABILITY,"HO, HAO",B-,10,149
23F,STATS,100A,INTRODUCTION TO PROBABILITY,"HO, HAO",C+,5,149
23F,STATS,100A,INTRODUCTION TO PROBABILITY,"HO, HAO",C,3,149
23F,STATS,100A,INTRODUCTION TO PROBABILITY,"HO, HAO",D+,2,149
23F,STATS,100A,INTRODUCTION TO PROBABILITY,"CHENG, GUANG",A,75,122
23F,STATS,100A,INTRODUCTION TO PROBABILITY,"CHENG, GUANG",B,40,122
23F,STATS,100A,INTRODUCTION TO PROBABILITY,"CHENG, GUANG",C,4,122
23F,STATS,100A,INTRODUCTION TO PROBABILITY,"CHENG, GUANG",D,1,122
23F,STATS,100A,INTRODUCTION TO PROBABILITY,"CHENG, GUANG",F,2,122
23F,STATS,100A,INTRODUCTION TO PROBABILITY,"HO, HAO",C-,3,149
23F,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",A+,9,61
23F,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",A,23,61
23F,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",A-,7,61
23F,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",B+,6,61
23F,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",B,4,61
23F,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",B-,6,61
23F,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",C+,3,61
23F,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",C,2,61
23F,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",C-,1,61
23F,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",A,14,72
23F,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",A-,18,72
23F,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",B+,31,72
23F,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",B,6,72
23F,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",B-,2,72
23F,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",F,1,72
23F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"ALMOHALWAS, AKRAM M",A+,42,150
23F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"ALMOHALWAS, AKRAM M",A,31,150
23F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"ALMOHALWAS, AKRAM M",A-,44,150
23F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"ALMOHALWAS, AKRAM M",B+,15,150
23F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"ALMOHALWAS, AKRAM M",B,10,150
23F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"ALMOHALWAS, AKRAM M",B-,3,150
23F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"ALMOHALWAS, AKRAM M",C+,2,150
23F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"ALMOHALWAS, AKRAM M",D+,1,150
23F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"ALMOHALWAS, AKRAM M",D,1,150
23F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"ALMOHALWAS, AKRAM M",F,1,150
23F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"XU, SHIRONG",A+,31,162
23F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"XU, SHIRONG",A,56,162
23F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"XU, SHIRONG",A-,40,162
23F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"XU, SHIRONG",B+,24,162
23F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"XU, SHIRONG",B,9,162
23F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"XU, SHIRONG",C-,1,162
23F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"XU, SHIRONG",B-,1,162
23F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, GUANI",A,29,120
23F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, GUANI",A-,18,120
23F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, GUANI",B+,10,120
23F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, GUANI",B,15,120
23F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, GUANI",B-,19,120
23F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, GUANI",C+,7,120
23F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, GUANI",C,8,120
23F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, GUANI",C-,4,120
23F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, GUANI",D,4,120
23F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, GUANI",D-,4,120
23F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, GUANI",F,2,120
23F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"CHEN, MILES SATORI",A+,9,72
23F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"CHEN, MILES SATORI",A,34,72
23F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"CHEN, MILES SATORI",A-,8,72
23F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"CHEN, MILES SATORI",B+,6,72
23F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"CHEN, MILES SATORI",B,8,72
23F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"CHEN, MILES SATORI",B-,2,72
23F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"CHEN, MILES SATORI",C+,2,72
23F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"CHEN, MILES SATORI",C,1,72
23F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"CHEN, MILES SATORI",D,1,72
23F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"CHEN, MILES SATORI",F,1,72
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",A+,33,286
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",A,56,286
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",A-,33,286
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",B+,44,286
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",B,36,286
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",B-,16,286
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",C+,29,286
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",C,23,286
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",C-,11,286
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",D+,3,286
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",F,1,286
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"MAIERHOFER, THOMAS JOHANNES",D,1,286
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",A+,28,145
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",A,20,145
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",A-,18,145
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",B+,11,145
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",B,20,145
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",B-,8,145
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",C+,9,145
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",C,7,145
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",C-,8,145
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",D+,7,145
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",D,2,145
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",D-,1,145
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",F,6,145
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",A+,63,283
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",A,55,283
24W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",A-,40,283
